CASE,POPULATION13,BCPUBLICSERVICE13,COMPLETED13,OVERALLSCOPE13,POPULATION15,BCPUBLICSERVICE15,COMPLETED15,OVERALLSCOPE15,FRINGE_FLAG13,ORGID13,ORGANIZATION13,Engagement_13,Commitment_13,Job_Satisfaction_13,Org_Satisfaction_13,ENG_STATE_13,FRINGE_FLAG15,ORGID15,ORGANIZATION15,Engagement_15,Commitment_15,Job_Satisfaction_15,Org_Satisfaction_15,ENG_STATE_15
488,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
494,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,45.83333333,37.5,50,50,Minimally Engaged
515,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
523,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
526,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
543,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,100,100,100,100,Engaged
556,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,16.66666667,50,0,0,Minimally Engaged
568,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
577,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
580,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
585,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
592,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,33.33333333,50,25,25,Minimally Engaged
598,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,58.33333333,50,50,75,Happily Detached
614,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,91.66666667,75,100,100,Engaged
633,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
643,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,66.66666667,100,50,50,Unhappily Dedicated
649,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
663,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,58.33333333,75,50,50,Unhappily Dedicated
668,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,45.83333333,37.5,50,50,Minimally Engaged
671,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
676,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,54.16666667,62.5,50,50,Unhappily Dedicated
681,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
682,In,Out,Yes,Not In Scope,N/A,N/A,N/A,Not In Scope,Fringe,RAVEN,,100,100,100,100,Engaged,NA,,,NA,NA,NA,NA,NA
693,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,66.66666667,75,75,50,Moderately Engaged
698,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
700,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
705,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
718,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,58.33333333,75,50,50,Unhappily Dedicated
733,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
747,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,75,50,NA,NA
760,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
768,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
773,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
776,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,75,75,75,75,Engaged
787,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA
806,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged
808,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
810,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
828,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,75,100,75,50,Moderately Engaged
829,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
833,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
838,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
846,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,0,0,0,0,Disengaged
853,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
866,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
867,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
877,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
893,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,91.66666667,100,100,75,Engaged
894,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,54.16666667,37.5,50,75,Happily Detached
901,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA
906,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
910,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,100,100,100,100,Engaged
920,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,50,50,50,50,Minimally Engaged
949,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,NA,NA,NA,NA,NA
953,In,Out,Yes,Not In Scope,N/A,N/A,N/A,Not In Scope,Fringe,JAY,,16.66666667,0,50,0,Disengaged,NA,,,NA,NA,NA,NA,NA
959,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
968,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
969,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,100,100,100,100,Engaged
1005,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,50,50,50,50,Minimally Engaged
1028,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
1030,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1039,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,100,100,100,100,Engaged
1042,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1048,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,12.5,12.5,25,0,Disengaged
1058,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1060,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1066,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1069,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1073,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,58.33333333,75,75,25,Unhappily Dedicated
1082,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,75,75,100,50,Engaged
1083,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1084,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,75,75,75,75,Engaged
1087,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,75,75,75,75,Engaged
1092,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,100,100,100,100,Engaged
1095,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,25,25,25,25,Disengaged
1101,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,66.66666667,50,50,100,Happily Detached
1103,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,75,100,75,50,Moderately Engaged
1108,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1129,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,54.16666667,62.5,50,50,Unhappily Dedicated
1134,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1136,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,25,25,NA
1143,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
1156,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
1172,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,NA,NA,NA,NA,NA
1185,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,79.16666667,62.5,100,75,Moderately Engaged
1191,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1192,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,75,75,75,75,Engaged
1193,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1197,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1201,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,66.66666667,75,75,50,Moderately Engaged
1205,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
1211,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1214,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,41.66666667,50,50,25,Minimally Engaged
1216,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
1232,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1237,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,NA,NA,NA,NA,NA
1249,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,83.33333333,75,100,75,Engaged
1251,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,29.16666667,37.5,25,25,Disengaged
1253,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,66.66666667,75,75,50,Moderately Engaged
1272,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,50,50,50,50,Minimally Engaged
1278,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged
1282,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,95.83333333,87.5,100,100,Engaged
1283,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,45.83333333,37.5,50,50,Minimally Engaged
1284,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1285,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,70.83333333,87.5,75,50,Moderately Engaged
1310,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,75,75,75,75,Engaged
1313,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1345,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1347,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1351,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,0,0,0,0,Disengaged
1357,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,66.66666667,75,50,75,Moderately Engaged
1370,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,91.66666667,75,100,100,Engaged
1376,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1382,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,54.16666667,62.5,50,50,Unhappily Dedicated
1383,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,37.5,62.5,25,25,Unhappily Dedicated
1385,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,54.16666667,37.5,50,75,Happily Detached
1387,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,91.66666667,100,100,75,Engaged
1398,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,66.66666667,75,50,75,Moderately Engaged
1407,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,58.33333333,75,50,50,Unhappily Dedicated
1415,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,50,50,50,50,Minimally Engaged
1422,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,91.66666667,100,75,100,Engaged
1424,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,41.66666667,75,25,25,Unhappily Dedicated
1427,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,37.5,25,NA,NA
1433,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,58.33333333,75,50,50,Unhappily Dedicated
1437,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,20.83333333,62.5,0,0,Unhappily Dedicated
1446,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
1452,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1454,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1455,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,58.33333333,50,75,50,Happily Detached
1457,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1458,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,79.16666667,87.5,75,75,Engaged
1462,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,58.33333333,75,75,25,Unhappily Dedicated
1466,In,Out,Yes,Not In Scope,N/A,N/A,N/A,Not In Scope,Fringe,RAVEN,,83.33333333,75,100,75,Engaged,NA,,,NA,NA,NA,NA,NA
1482,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1484,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,12.5,37.5,0,0,Disengaged
1492,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1508,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,75,75,75,75,Engaged
1510,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,100,100,100,100,Engaged
1513,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1521,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,54.16666667,62.5,50,50,Unhappily Dedicated
1544,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,70.83333333,62.5,75,75,Moderately Engaged
1547,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1554,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,83.33333333,75,100,75,Engaged
1557,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,0,0,0,0,Disengaged
1573,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1576,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,58.33333333,75,50,50,Unhappily Dedicated
1578,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,83.33333333,75,100,75,Engaged
1589,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,83.33333333,75,100,75,Engaged
1592,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,75,75,75,75,Engaged
1601,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1621,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,29.16666667,37.5,0,50,Disengaged
1622,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,100,NA,NA
1624,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA
1626,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,50,50,50,50,Minimally Engaged
1628,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,45.83333333,37.5,50,50,Minimally Engaged
1632,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1642,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1644,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,66.66666667,75,50,75,Moderately Engaged
1647,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,75,75,75,75,Engaged
1653,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,54.16666667,62.5,50,50,Unhappily Dedicated
